"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","915","12795","12","27","309","20.262295"
"2","Tom Clancy's Rainbow Six Siege","855","16260","19","35","561","39.368421"
"3","Super Metroid","630","8190","12","20","308","29.333333"
"4","Dauntless","555","8550","14","23","363","39.243243"
"5","Sea of Thieves","540","7845","14","21","190","21.111111"
"6","Dead Space (2008)","420","5520","12","18","154","22"
"7","Gartic","195","3180","15","21","117","36"
"8","Battlefield V","195","3960","20","23","125","38.461538"
"9","Words On Stream","180","4320","24","29","128","42.666666"
"10","Teamfight Tactics","180","1395","7","12","93","31"
"11","Overwatch","135","1815","12","21","87","38.666666"
"12","Portal 2","45","615","13","15","26","34.666666"
