"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marvel: Ultimate Alliance","645","5640","7","13","69","6.418604"
"2","NBA 2K19","480","2670","4","10","33","4.125"
"3","Marvel: Ultimate Alliance 2","465","4710","9","16","59","7.612903"
"4","Super Mario Maker 2","285","1815","5","16","36","7.578947"
"5","Marvel Ultimate Alliance 3: The Black Order","270","2760","10","14","39","8.666666"
"6","Games + Demos","270","2145","7","11","36","8"
"7","Metal Gear Solid V: The Phantom Pain","255","3165","12","17","45","10.588235"
"8","Fire Emblem: Three Houses","195","1725","8","11","12","3.692307"
"9","Magic: The Gathering","195","1545","7","10","26","8"
"10","Dragon Ball: Xenoverse 2","195","1200","5","8","23","7.076923"
"11","SteamWorld Quest: Hand of Gilgamech","180","1380","7","17","23","7.666666"
"12","American Fugitive","150","765","5","8","7","2.8"
"13","Zero Escape: The Nonary Games","135","1110","8","9","9","4"
"14","Super Smash Bros. Ultimate","120","900","7","9","11","5.5"
"15","Dragon Quest Heroes: The World Tree's Woe and the Blight Below","90","600","6","9","10","6.666666"
"16","Final Fantasy XII: The Zodiac Age","75","390","5","6","8","6.4"
"17","Hyrule Warriors","60","300","5","7","10","10"
"18","Mario Kart 8","45","330","8","13","3","4"
"19","911 Operator","45","285","6","7","3","4"
"20","TETRIS 99","45","165","3","5","4","5.333333"
