"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Monster Hunter: World","1665","6405","3","9","96","3.459459"
"2","League of Legends","1620","6720","3","9","75","2.777777"
"3","Just Chatting","1140","3840","2","7","181","9.526315"
"4","Teamfight Tactics","630","2370","3","6","56","5.333333"
"5","Minecraft","270","1650","5","8","23","5.111111"
"6","Limbo","180","750","4","6","6","2"
"7","Portal Knights","90","255","2","3","7","4.666666"
"8","Moonlighter","75","150","2","3","6","4.8"
"9","Don't Starve Together","15","90","6","6","3","12"
"10","Super Meat Boy","15","45","3","3","2","8"
