"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","795","4440","5","15","111","8.377358"
"2","Mortal Kombat 11","45","150","3","4","2","2.666666"
