"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Sunday 21st July 2019 14:03","https://sullygnome.com/channel/saes087364/stream/34989283216","312","3744","12","14","2","0","119","23","Puzzle &amp; Dragons,Mega Man"
