"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Animal Crossing: New Leaf","855","20025","23","33","366","25.68421"
"2","Dragon Quest Builders 2","855","20160","23","34","462","32.421052"
"3","Detroit: Become Human","465","9060","19","27","203","26.193548"
"4","Animal Crossing: City Folk","450","9405","21","30","122","16.266666"
"5","Crash Team Racing Nitro-Fueled","375","9315","24","30","226","36.16"
"6","Super Mario Maker 2","285","7290","25","36","150","31.578947"
"7","Paper Mario: The Thousand-Year Door","240","4350","18","22","70","17.5"
"8","Just Chatting","240","2535","9","25","449","112.25"
"9","Stardew Valley","240","6060","25","39","154","38.5"
"10","Slime Rancher","120","1530","12","17","62","31"
"11","Splatoon 2","105","2685","25","32","52","29.714285"
"12","Farm Together","60","1020","17","22","16","16"
