"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2880","1789695","433","6598","389753","8119.854166"
"2","Super Mario Maker 2","540","1404300","2161","8439","367134","40792.666666"
"3","Marbles on Stream","435","124155","286","403","3684","508.137931"
"4","The Legend of Zelda: Breath of the Wild","120","14655","122","136","346","173"
