"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battlefield V","2370","11130","3","12","274","6.936708"
"2","PUBG: BATTLEGROUNDS","795","2580","3","7","64","4.830188"
"3","Teamfight Tactics","750","2700","3","7","36","2.88"
"4","Escape from Tarkov","690","2310","2","7","66","5.73913"
"5","Counter-Strike: Global Offensive","465","1155","2","6","48","6.193548"
