"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tomb Raider: Underworld","840","243345","273","886","10171","726.5"
"2","Demonheart","750","294435","390","1061","10781","862.48"
"3","The Legend of Zelda: Breath of the Wild","675","194640","298","472","8363","743.377777"
"4","Overwatch","405","137520","320","644","9934","1471.703703"
"5","Mermaid Swamp","375","57540","154","209","4670","747.2"
"6","Games + Demos","315","97590","237","385","3809","725.523809"
"7","Super Seducer 2","285","100845","353","428","3285","691.578947"
"8","Minecraft","285","52815","185","230","2193","461.68421"
"9","Human: Fall Flat","225","75960","350","581","4858","1295.466666"
"10","Unlisted on Twitch","75","18195","242","250","1185","948"
"11","Worms W.M.D","60","12555","209","283","870","870"
"12","Golf It!","30","3615","120","134","107","214"
"13","Escape First","30","4320","144","144","602","1204"
"14","HALF DEAD 2","15","2565","171","171","495","1980"
