"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Star Citizen","1365","17415","11","31","459","20.175824"
"2","Monster Hunter: World","825","7725","9","15","169","12.290909"
"3","SCP: Secret Laboratory","765","21090","17","92","681","53.411764"
"4","Makers & Crafting","720","6510","8","15","155","12.916666"
"5","Grand Theft Auto V","510","5730","9","15","88","10.352941"
"6","Hunt: Showdown","465","4065","7","17","90","11.612903"
"7","Titanfall 2","450","3780","6","13","130","17.333333"
"8","Tiny Metal: Full Metal Rumble","375","3195","8","13","47","7.52"
"9","Tom Clancy's Ghost Recon: Future Soldier","240","1980","8","13","43","10.75"
"10","Just Chatting","180","1725","8","14","53","17.666666"
"11","Unlisted on Twitch","120","990","8","10","31","15.5"
"12","Ace Combat 7: Skies Unknown","75","975","13","15","18","14.4"
