"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1110","2505","1","7","80","4.324324"
"2","MapleStory 2","330","765","1","5","30","5.454545"
"3","MapleStory","180","465","2","3","17","5.666666"
"4","Moonlighter","135","300","2","3","7","3.111111"
"5","Minecraft","135","300","2","3","2","0.888888"
"6","Warframe","105","510","4","8","19","10.857142"
"7","Stardew Valley","75","300","4","7","8","6.4"
"8","Vindictus","45","105","2","4","12","16"
"9","Overwatch","15","15","1","1","4","16"
"10","Just Chatting","15","30","2","2","4","16"
