"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Music","29940","107340","3","11","822","1.647294"
"2","Destiny 2","1185","6555","5","10","61","3.088607"
"3","ARK: Survival Evolved","105","735","6","10","5","2.857142"
"4","Halo Wars 2","60","300","5","6","3","3"
