"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Idolmaster: Million Live! Theater Days","570","4170","7","15","107","11.263157"
"2","Granblue Fantasy","345","2520","6","13","49","8.521739"
"3","The Idolmaster: Cinderella Girls - Starlight Stage","315","2280","5","14","72","13.714285"
"4","Dragalia Lost","135","990","7","11","20","8.888888"
"5","Uta Macross Sma-Pho De-Culture","120","915","7","13","13","6.5"
"6","Tokyo 7th Sisters","105","375","3","6","21","12"
"7","BanG Dream! Girls Band Party!","90","570","5","11","10","6.666666"
"8","Puella Magi Madoka Magica Side Story: Magia Record","60","495","8","12","8","8"
"9","Mega Miracle Force","30","105","3","5","0","0"
"10","Princess Connect! Re:Dive","15","90","6","6","8","32"
