"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1425","41055","28","57","1924","81.010526"
"2","Guild Wars 2","975","47535","48","62","1313","80.8"
"3","World of Warcraft","810","53175","63","141","1137","84.222222"
"4","Marbles on Stream","480","35175","61","202","911","113.875"
"5","The Elder Scrolls Online","450","21000","44","58","653","87.066666"
"6","FINAL FANTASY XIV ONLINE","345","17415","50","57","329","57.217391"
"7","Overwatch","225","7980","35","47","183","48.8"
"8","Unlisted on Twitch","225","7410","32","41","332","88.533333"
"9","Drawful 2","165","6555","39","45","228","82.90909"
"10","Travel & Outdoors","60","2640","44","48","44","44"
