"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","615","1065","0","3","14","1.365853"
"2","Fortnite","90","135","1","2","1","0.666666"
"3","Jak 3","45","45","1","1","1","1.333333"
"4","Darksiders II","30","45","1","2","0","0"
