"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1710","11715","6","23","338","11.859649"
"2","ARK: Survival Evolved","885","6750","7","12","255","17.288135"
"3","League of Legends","885","6015","5","13","122","8.271186"
"4","Monster Hunter: World","465","2895","5","12","85","10.967741"
"5","Overcooked! 2","300","1635","4","11","55","11"
"6","Sea of Thieves","270","1260","5","10","51","11.333333"
"7","KurtzPel","255","1335","5","8","41","9.647058"
"8","PUBG: BATTLEGROUNDS","195","1350","5","11","40","12.307692"
"9","We Were Here","150","465","3","6","11","4.4"
"10","Project Zomboid","120","570","4","7","23","11.5"
"11","Just Chatting","45","360","8","11","6","8"
