"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","1350","9915","7","20","364","16.177777"
"2","The Idolmaster: Million Live! Theater Days","1065","11595","10","20","213","12"
"3","Fate/Grand Order","855","9255","10","21","188","13.192982"
"4","Art","825","8940","10","21","248","18.036363"
"5","Grand Theft Auto V","780","6450","8","18","180","13.846153"
"6","Honkai Impact 3rd","450","5310","10","20","143","19.066666"
"7","Just Chatting","240","3405","13","18","74","18.5"
"8","BanG Dream! Girls Band Party!","165","2190","12","20","52","18.90909"
"9","Unlisted on Twitch","120","1455","12","14","34","17"
"10","Princess Connect! Re:Dive","60","870","14","18","27","27"
"11","Seven Knights","45","285","6","8","17","22.666666"
