"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","3360","49830","13","57","3736","66.714285"
"2","SCUM","1245","15960","11","29","1490","71.807228"
"3","Rocket League","945","6810","6","17","570","36.190476"
"4","Apex Legends","660","4785","7","15","742","67.454545"
"5","Black Desert","615","3885","6","12","491","47.902439"
"6","Battlefield 1","330","2520","8","13","243","44.181818"
"7","Battlefield 4","210","1665","7","16","167","47.714285"
"8","Games + Demos","105","765","7","12","135","77.142857"
"9","Heroes & Generals","30","195","6","9","10","20"
"10","Krunker","15","225","15","15","0","0"
