"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1770","38595","19","196","1811","61.38983"
"2","Rocket League","1035","24255","23","59","1009","58.492753"
"3","Apex Legends","285","5445","16","33","163","34.315789"
"4","Super Mario Maker 2","240","3480","12","26","103","25.75"
"5","Minecraft","150","2160","14","22","75","30"
"6","Food & Drink","120","3840","27","36","109","54.5"
"7","Teamfight Tactics","120","1815","14","27","40","20"
"8","Team Fortress 2","105","1650","13","21","79","45.142857"
"9","Talk Shows & Podcasts","105","2190","21","26","72","41.142857"
"10","Journey","90","1755","19","26","35","23.333333"
"11","Krunker","60","2055","32","39","73","73"
"12","The Legend of Zelda: Breath of the Wild","45","735","16","20","14","18.666666"
"13","Overwatch","45","840","18","22","33","44"
"14","Jump King","30","765","25","28","59","118"
"15","Games + Demos","15","210","14","14","11","44"
"16","MORDHAU","15","225","15","15","18","72"
