"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","2265","272685","121","212","31990","847.417218"
"2","Just Chatting","1425","123660","86","232","21278","895.915789"
"3","Cry of Fear","915","105615","112","148","10363","679.540983"
"4","Fallout 76","525","57480","106","140","4343","496.342857"
"5","Visage","450","53790","120","144","2403","320.4"
"6","The Elder Scrolls Online","330","37155","112","143","6029","1096.181818"
"7","Cuphead","270","32235","119","153","2146","476.888888"
"8","American Truck Simulator","240","28545","118","135","1290","322.5"
"9","Twitch Sings","225","30405","135","176","1197","319.2"
"10","Two Point Hospital","180","21705","120","131","1727","575.666666"
"11","The Sims 4","180","22050","122","166","3462","1154"
"12","Grand Theft Auto V","120","7950","66","82","488","244"
