"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","330","41160","106","176","1751","318.363636"
"2","Magic: The Gathering","105","7020","66","73","200","114.285714"
"3","StarCraft II","60","5610","93","110","501","501"
"4","Overwatch","45","3975","88","91","140","186.666666"
