"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2490","10380","3","15","192","4.626506"
"2","Call of Duty: Black Ops 4","900","3720","3","9","72","4.8"
"3","Tom Clancy's Rainbow Six Siege","345","1035","2","7","32","5.565217"
"4","Inside","270","540","1","4","14","3.111111"
"5","Moonlighter","255","720","2","5","11","2.588235"
"6","Just Chatting","195","810","4","8","13","4"
"7","Golf It!","180","465","2","3","8","2.666666"
"8","Last Day of June","180","465","2","3","5","1.666666"
"9","Unlisted on Twitch","120","675","4","8","20","10"
"10","Limbo","105","330","3","6","6","3.428571"
"11","Call of Duty: WWII","90","465","5","6","0","0"
"12","Apex Legends","75","225","3","3","12","9.6"
"13","Counter-Strike: Global Offensive","45","75","1","2","1","1.333333"
"14","Call of Duty: Black Ops II","45","225","5","6","3","4"
"15","Meet the Robinsons","15","45","3","3","0","0"
