"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Metal Gear Solid 3: Snake Eater","795","12045","14","23","176","13.283018"
"2","Pokémon: Let's Go, Pikachu!","735","11655","12","26","223","18.204081"
"3","Marbles on Stream","585","12105","18","30","207","21.230769"
"4","Stardew Valley","150","2040","13","19","26","10.4"
"5","Overwatch","135","2850","21","23","29","12.888888"
"6","Visage","120","2040","17","20","54","27"
"7","Just Chatting","105","1455","13","20","129","73.714285"
"8","Five Nights at Freddy's","90","1275","14","20","26","17.333333"
"9","Five Nights at Freddy's 2","75","1485","19","21","20","16"
"10","Super Mario Party","60","1035","17","19","23","23"
