"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hired Ops","5580","21765","3","16","1055","11.344086"
"2","Just Chatting","1215","4350","3","9","175","8.641975"
"3","Escape from Tarkov","1035","2370","2","5","87","5.043478"
"4","Sniper Elite III","1005","3135","2","7","97","5.791044"
"5","Grand Theft Auto IV","840","4725","5","15","76","5.428571"
"6","Sniper Elite","825","2385","2","6","67","4.872727"
"7","Operation Flashpoint: Dragon Rising","555","1260","2","8","12","1.297297"
"8","Sniper Elite V2","510","1665","3","7","41","4.823529"
"9","Katana ZERO","300","915","3","6","26","5.2"
"10","My Friend Pedro","120","345","2","3","5","2.5"
"11","Hearthstone","60","120","2","2","5","5"
"12","DayZ","30","90","3","4","0","0"
"13","Unlisted on Twitch","15","0","0","0","5","20"
