"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Brawlhalla","570","2610","4","8","111","11.68421"
"2","Minecraft","135","255","2","6","19","8.444444"
"3","Counter-Strike: Global Offensive","60","285","4","7","16","16"
"4","Just Chatting","30","150","5","6","7","14"
