"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1170","13845","11","22","672","34.461538"
"2","Destiny 2","1050","15210","14","38","516","29.485714"
"3","League of Legends","945","13290","13","20","334","21.206349"
"4","Art","390","4710","10","22","157","24.153846"
"5","Kingdoms and Castles","375","4215","10","16","134","21.44"
"6","Minecraft","225","2310","10","13","54","14.4"
"7","Portal","225","2070","9","11","73","19.466666"
"8","Oxygen Not Included","120","1170","9","11","44","22"
"9","Viscera Cleanup Detail","90","795","8","11","27","18"
"10","Fez","60","585","9","10","16","16"
"11","Puyo Puyo Tetris","45","390","8","11","9","12"
"12","Kartrider","30","540","18","20","38","76"
