"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","3090","29340","8","16","588","11.417475"
"2","Don't Starve Together","1305","10995","7","15","248","11.402298"
"3","Just Chatting","1230","8790","6","11","900","43.902439"
"4","League of Legends","990","7950","7","14","173","10.484848"
"5","Tom Clancy's Rainbow Six Siege","900","9165","9","19","253","16.866666"
"6","Raft","345","2385","6","10","46","8"
"7","Outlast","210","2310","11","14","79","22.571428"
"8","Depth","195","1875","10","16","45","13.846153"
"9","StarCraft II","180","1335","7","12","36","12"
"10","Dead by Daylight","105","990","9","12","10","5.714285"
"11","Human: Fall Flat","105","1380","13","17","32","18.285714"
"12","Unlisted on Twitch","45","360","8","11","15","20"
"13","Food & Drink","30","300","10","11","17","34"
