"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","570","3435","6","16","304","32"
"2","Grand Theft Auto V","420","3555","9","14","253","36.142857"
"3","Counter-Strike: Global Offensive","315","3030","9","15","163","31.047619"
"4","League of Legends","195","1530","8","12","195","60"
"5","Alan Wake","135","870","4","8","116","51.555555"
"6","The Sims 4","135","1065","7","11","52","23.111111"
"7","Cooking Simulator","75","510","6","12","64","51.2"
"8","Dead by Daylight","45","465","10","14","46","61.333333"
"9","Apex Legends","30","195","6","8","12","24"
"10","The Land of Pain","30","195","6","7","9","18"
"11","Just Chatting","30","345","11","14","46","92"
"12","Teamfight Tactics","15","120","8","8","0","0"
"13","Overcooked!","15","75","5","5","34","136"
"14","Visage","15","75","5","5","34","136"
