"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Sunday 21st July 2019 17:03","https://sullygnome.com/channel/bletchleypunk/stream/34990952880","102","4182","41","56","8","4","174","87","Science &amp; Technology"
"2","Sunday 7th July 2019 17:15","https://sullygnome.com/channel/bletchleypunk/stream/34815610448","120","10320","86","245","28","12","309","137","Science &amp; Technology"
