"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","5355","63285","11","75","2943","32.974789"
"2","Teamfight Tactics","945","9570","8","16","463","29.396825"
"3","Just Chatting","825","8490","9","21","923","67.127272"
"4","Grand Theft Auto V","450","4680","9","17","194","25.866666"
"5","Rise of the Tomb Raider","375","3015","6","13","155","24.8"
"6","Mad Max","150","1755","11","15","52","20.8"
"7","Dead by Daylight","105","1065","10","14","46","26.285714"
"8","Outlast","75","930","12","19","181","144.8"
"9","Tricky Towers","60","420","7","9","188","188"
"10","Overcooked!","60","405","6","8","21","21"
