"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bleach: Brave Souls","1575","7395","4","12","233","8.87619"
"2","Conan Exiles","1215","4125","3","7","103","5.086419"
"3","ARK: Survival Evolved","525","1860","2","7","43","4.914285"
"4","Guild Wars 2","435","2235","4","8","54","7.448275"
"5","Portal Knights","420","1545","3","6","39","5.571428"
"6","Diablo III","375","1365","2","6","35","5.6"
"7","Art","150","405","2","3","13","5.2"
"8","Atlas","120","300","2","3","15","7.5"
"9","Fortnite","105","330","3","5","4","2.285714"
"10","Tales of Berseria","60","180","3","3","1","1"
"11","Left 4 Dead 2","60","150","2","3","8","8"
"12","Dragon Quest Heroes II","60","165","2","3","3","3"
"13","Dissidia Final Fantasy NT","60","180","3","3","2","2"
"14","SG/ZH School Girl/Zombie Hunter","30","75","2","3","4","8"
"15","Sword Art Online: Memory Defrag","30","120","4","5","2","4"
"16","Unlisted on Twitch","30","0","0","0","0","0"
"17","Naruto Shippuden: Ultimate Ninja Storm 4","30","45","1","2","0","0"
"18","Valkyrie Drive: Bhikkhuni","15","45","3","3","0","0"
"19","Atlas","15","45","3","3","5","20"
