"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Pokémon Platinum","1020","1965","1","5","41","2.411764"
"2","Pokémon Black/White Version 2","1020","3465","2","8","31","1.823529"
"3","Pokémon Black/White","840","3270","3","7","36","2.571428"
"4","The Binding of Isaac","525","1245","2","4","4","0.457142"
"5","The Binding of Isaac: Repentance","360","810","1","6","17","2.833333"
"6","Moonlighter","360","645","1","5","10","1.666666"
"7","The Legend of Zelda: Ocarina of Time","255","615","2","5","10","2.352941"
"8","Pokémon Ruby/Sapphire","210","1305","6","15","26","7.428571"
"9","Pokémon HeartGold/SoulSilver","165","375","2","5","7","2.545454"
"10","LiEat","120","465","3","6","10","5"
"11","Outlast","75","135","1","3","1","0.8"
"12","Just Chatting","45","90","2","2","5","6.666666"
"13","Super Mario Sunshine","45","90","2","2","1","1.333333"
