"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY IV","795","3405","3","18","93","7.018867"
"2","Monster Hunter Generations Ultimate","735","5355","6","14","89","7.265306"
"3","Super Mario Maker 2","465","3060","6","11","40","5.16129"
"4","The Bouncer","360","1875","5","8","38","6.333333"
"5","Senran Kagura Peach Ball","240","2205","8","18","60","15"
"6","Splatoon 2","225","1020","4","6","19","5.066666"
"7","AMID EVIL","225","585","2","5","35","9.333333"
"8","Peach Ball: Senran Kagura","210","1230","5","10","33","9.428571"
"9","The Legend of Zelda: Ocarina of Time","165","1110","6","8","16","5.818181"
"10","Super Smash Bros. Melee","165","1245","7","14","20","7.272727"
"11","FINAL FANTASY IV: THE AFTER YEARS","165","660","4","5","7","2.545454"
