"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","600","10530","13","27","355","35.5"
"2","League of Legends","525","13500","21","69","435","49.714285"
"3","GRIS","180","2700","14","21","61","20.333333"
"4","Just Chatting","120","5175","29","56","184","92"
"5","Marbles on Stream","75","1935","25","42","61","48.8"
"6","Left 4 Dead 2","75","1305","17","19","46","36.8"
"7","DreadOut","75","705","9","14","54","43.2"
"8","CASE: Animatronics","60","795","13","14","66","66"
"9","ACT IT OUT XL!: A Game of Charades","60","2265","37","45","34","34"
"10","Unlisted on Twitch","30","555","18","21","35","70"
"11","Layers of Fear","30","330","11","12","5","10"
"12","Sherlock Holmes: The Devil's Daughter","15","105","7","7","35","140"
"13","Locked Fears","15","315","21","21","35","140"
