"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Walking Dead: Season One","1350","10215","7","14","430","19.111111"
"2","Minecraft","945","7095","7","16","208","13.206349"
"3","DayZ","420","3780","8","17","111","15.857142"
"4","Apex Legends","330","2760","8","13","93","16.90909"
"5","Stardew Valley","270","2220","8","13","47","10.444444"
"6","The Walking Dead: A New Frontier","255","2205","7","14","78","18.352941"
"7","Grand Theft Auto V","195","2205","9","15","45","13.846153"
"8","PUBG: BATTLEGROUNDS","135","870","6","8","33","14.666666"
"9","The Walking Dead: Season Two","30","60","2","4","6","12"
