"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","1470","11940","7","18","483","19.714285"
"2","Just Chatting","870","7245","7","27","406","28"
"3","Teamfight Tactics","630","4695","6","13","176","16.761904"
"4","Dead by Daylight","615","4320","7","18","165","16.09756"
"5","Super Mario Maker 2","390","2850","6","16","83","12.76923"
"6","Fortnite","375","3495","8","22","161","25.76"
"7","Unlisted on Twitch","345","1590","5","7","92","16"
"8","Twitch Sings","165","1290","7","9","73","26.545454"
"9","osu!","45","270","6","6","34","45.333333"
"10","League of Legends","30","240","8","8","11","22"
