"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2985","59145","17","56","713","14.331658"
"2","PUBG: BATTLEGROUNDS","600","7785","16","45","72","7.2"
"3","Apex Legends","540","10575","14","68","81","9"
"4","Black Desert","240","4275","17","36","61","15.25"
"5","League of Legends","165","705","4","11","7","2.545454"
"6","Counter-Strike: Source","150","1650","11","29","44","17.6"
"7","Devil May Cry 5","60","1500","25","45","8","8"
"8","Battlefield V","30","675","22","26","0","0"
"9","Dota 2","30","240","8","15","8","16"
"10","Counter-Strike: Global Offensive","30","30","1","1","0","0"
