"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","4650","83340","17","31","2002","25.832258"
"2","Teamfight Tactics","1575","30510","17","111","831","31.657142"
"3","PUBG: BATTLEGROUNDS","1335","24765","18","32","476","21.393258"
"4","Life is Strange","840","12945","14","23","287","20.5"
"5","Beyond: Two Souls","600","9750","15","25","244","24.4"
"6","Horizon Zero Dawn","375","5475","13","21","109","17.44"
"7","Red Dead Redemption 2","300","4185","13","20","117","23.4"
"8","Apex Legends","30","240","8","14","22","44"
"9","Just Chatting","15","240","16","16","0","0"
"10","Summoners War: Sky Arena","15","240","16","16","16","64"
