"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","1245","18960","13","30","296","14.26506"
"2","Dead by Daylight","1065","17535","15","29","365","20.56338"
"3","Food & Drink","450","8010","16","25","159","21.2"
"4","GOLD EXPRESS","90","2670","29","61","98","65.333333"
"5","Sophie's Curse","75","1200","16","23","32","25.6"
"6","Emily Wants to Play","75","1245","16","19","37","29.6"
"7","Witch Hunt","45","585","13","18","4","5.333333"
