"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1785","74940","39","121","7635","256.638655"
"2","Teamfight Tactics","195","3450","17","23","578","177.846153"
"3","Beat Saber","45","1425","31","42","166","221.333333"
