"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","7620","754560","95","658","18326","144.299212"
"2","Squad","1470","46875","28","55","1893","77.265306"
"3","World of Warcraft","1320","322170","166","2575","7921","360.045454"
"4","Arma 3","510","22665","42","70","981","115.411764"
"5","Delta Force: Black Hawk Down","390","8190","20","39","542","83.384615"
"6","Sniper Elite 4","60","1530","25","33","29","29"
"7","Apex Legends","30","1065","35","38","30","60"
"8","Delta Force: Black Hawk Down - Team Sabre","15","705","47","47","81","324"
