"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","6135","38820","5","15","319","3.119804"
"2","Tales of Zestiria","1290","10260","7","12","76","3.534883"
"3","Bloodstained: Ritual of the Night","600","1860","2","5","26","2.6"
"4","Magic: The Gathering","300","3240","10","16","42","8.4"
"5","Diddy Kong Racing","300","2355","7","10","21","4.2"
"6","Dota Underlords","300","2280","7","11","10","2"
"7","Teamfight Tactics","285","2235","6","11","14","2.947368"
"8","Divinity: Original Sin","285","885","2","5","26","5.473684"
"9","Auto Chess","285","2235","7","12","29","6.105263"
"10","Tales of Vesperia","195","675","3","6","7","2.153846"
"11","RimWorld","165","600","3","6","10","3.636363"
"12","Unlisted on Twitch","75","285","3","6","2","1.6"
"13","Slay the Spire","60","270","6","9","6","6"
