"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","1365","6975","5","11","98","4.307692"
"2","Overwatch","1020","3885","3","7","61","3.588235"
"3","Star Wars: The Old Republic","720","3270","4","8","90","7.5"
"4","Borderlands: The Pre-Sequel","495","1905","4","6","26","3.151515"
"5","Minecraft","390","1995","4","8","8","1.230769"
"6","The Sims 4","165","645","3","5","8","2.90909"
"7","Fallout 3","150","585","3","6","20","8"
"8","Wizard101","45","225","5","6","8","10.666666"
"9","Team Fortress 2","45","90","2","2","0","0"
"10","Just Chatting","45","150","3","4","1","1.333333"
"11","Granny Simulator","45","285","6","7","1","1.333333"
"12","Mortal Kombat 11","15","90","6","6","3","12"
