"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Evil Within","1110","12420","9","24","240","12.972972"
"2","Just Chatting","810","14445","16","40","1087","80.518518"
"3","Minecraft","330","5625","17","34","159","28.90909"
"4","Overwatch","210","3660","18","27","163","46.571428"
"5","Jackbox Party Packs","165","3795","24","33","89","32.363636"
"6","The Sims 4","150","4110","27","32","151","60.4"
"7","Stardew Valley","120","1365","11","14","67","33.5"
"8","The Jackbox Party Pack 4","120","3465","28","34","149","74.5"
"9","Scribblenauts Unlimited","105","2535","24","28","71","40.571428"
"10","Passpartout: The Starving Artist","75","1260","16","26","29","23.2"
"11","Teamfight Tactics","60","1230","20","22","23","23"
"12","Dead by Daylight","60","1185","19","21","103","103"
"13","Don't Starve Together","60","1260","21","26","43","43"
"14","osu!","45","1035","25","32","42","56"
"15","League of Legends","30","285","9","10","0","0"
