"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Divinity: Original Sin II","630","1890","2","8","135","12.857142"
"2","Child of Light","495","4065","7","15","167","20.242424"
"3","Just Chatting","450","5805","11","27","249","33.2"
"4","Unlisted on Twitch","390","3660","9","16","110","16.923076"
"5","Overwatch","315","4170","18","41","145","27.619047"
"6","DARK SOULS III","315","4560","15","25","141","26.857142"
"7","Tom Clancy's Rainbow Six Siege","270","3225","11","26","105","23.333333"
"8","MORDHAU","270","2295","8","15","112","24.888888"
"9","Stick Fight: The Game","255","2505","9","14","61","14.352941"
"10","Tacoma","240","2025","8","12","102","25.5"
"11","Sea of Thieves","210","2835","13","19","108","30.857142"
"12","Warframe","210","1050","4","9","66","18.857142"
"13","Overcooked! 2","195","2040","11","20","183","56.307692"
"14","Supraland","135","1890","14","22","45","20"
"15","Realm Royale Reforged","135","2790","20","26","48","21.333333"
"16","Science & Technology","135","1635","10","18","83","36.888888"
"17","Corporation","135","3570","26","30","56","24.888888"
"18","House Flipper","120","1440","12","16","53","26.5"
"19","Hand Simulator","105","2565","24","34","175","100"
"20","Dying Light","105","1365","13","16","44","25.142857"
"21","Oxygen Not Included","90","3825","42","44","27","18"
"22","Minecraft","75","780","10","18","48","38.4"
"23","PUBG: BATTLEGROUNDS","30","330","11","11","8","16"
"24","skribbl.io","30","615","20","22","9","18"
"25","Twitch Sings","15","75","5","5","14","56"
