"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Beat Saber","480","3060","6","12","98","12.25"
"2","SCUM","255","1485","5","11","79","18.588235"
"3","Counter-Strike: Global Offensive","195","1320","4","12","91","28"
"4","Shadow of the Tomb Raider","195","1515","7","11","35","10.76923"
"5","Call of Duty: Modern Warfare 2","150","1125","7","15","38","15.2"
"6","Tom Clancy's Splinter Cell: Blacklist","105","540","5","8","32","18.285714"
"7","A Way Out","105","735","7","10","19","10.857142"
"8","Stay Close","90","465","4","7","14","9.333333"
"9","Red Dead Redemption 2","60","645","10","12","8","8"
"10","skribbl.io","60","375","6","7","9","9"
"11","Grand Theft Auto V","45","255","5","6","5","6.666666"
"12","Just Chatting","45","375","8","9","12","16"
"13","Overwatch","30","255","8","9","5","10"
"14","Business Tour","15","90","6","6","0","0"
