"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 10:05","https://sullygnome.com/channel/superheroholictv/stream/35109660736","40","1480","37","39","1","2","12","24","Talk Shows &amp; Podcasts"
"2","Sunday 28th July 2019 09:01","https://sullygnome.com/channel/superheroholictv/stream/35071833904","59","590","10","13","1","1","11","11","Talk Shows &amp; Podcasts"
"3","Wednesday 24th July 2019 09:35","https://sullygnome.com/channel/superheroholictv/stream/35024112944","40","1920","48","54","1","1","36","48","Talk Shows &amp; Podcasts"
"4","Sunday 21st July 2019 09:00","https://sullygnome.com/channel/superheroholictv/stream/34987293424","75","900","12","16","1","0","21","14","Talk Shows &amp; Podcasts"
"5","Wednesday 17th July 2019 09:51","https://sullygnome.com/channel/superheroholictv/stream/34936458400","69","3105","45","53","3","2","46","36","Talk Shows &amp; Podcasts"
"6","Sunday 14th July 2019 09:01","https://sullygnome.com/channel/superheroholictv/stream/34898958400","89","979","11","16","2","1","22","12","Talk Shows &amp; Podcasts"
"7","Wednesday 10th July 2019 09:46","https://sullygnome.com/channel/superheroholictv/stream/34849283744","29","725","25","42","0","0","24","32","Talk Shows &amp; Podcasts"
"8","Sunday 7th July 2019 09:00","https://sullygnome.com/channel/superheroholictv/stream/34811676512","60","1020","17","18","4","4","30","30","Talk Shows &amp; Podcasts"
"9","Wednesday 3rd July 2019 09:06","https://sullygnome.com/channel/superheroholictv/stream/34762671328","54","1890","35","46","0","0","30","30","Talk Shows &amp; Podcasts"
