"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2940","21195","6","16","636","12.979591"
"2","Assassin's Creed Odyssey","1770","15855","8","16","426","14.440677"
"3","Tom Clancy's Rainbow Six Siege","960","6420","6","12","351","21.9375"
"4","Sherlock Holmes: Crimes & Punishments","720","6840","8","18","178","14.833333"
"5","Sherlock Holmes: The Devil's Daughter","630","6255","8","19","178","16.95238"
"6","Heroes of the Storm","225","1695","6","12","42","11.2"
"7","Monster Hunter: World","165","1155","7","11","60","21.818181"
"8","VRChat","75","555","7","10","25","20"
"9","Games + Demos","60","300","5","8","15","15"
"10","DayZ","30","360","12","13","31","62"
