"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","2880","871500","277","660","39281","818.354166"
"2","Teamfight Tactics","2565","497205","190","364","22640","529.590643"
"3","Iratus: Lord of the Dead","1830","502770","260","433","19512","639.737704"
"4","Griftlands","1200","158850","137","227","9398","469.9"
"5","Pathologic","675","134490","198","235","6096","541.866666"
"6","The Blackout Club","600","150750","237","368","8183","818.3"
"7","Metal Gear Rising: Revengeance","405","75945","188","236","4237","627.703703"
"8","Bloodstained: Ritual of the Night","360","44760","124","186","3305","550.833333"
"9","Just Chatting","285","56955","220","244","2704","569.263157"
"10","Return of the Obra Dinn","195","24555","125","140","1514","465.846153"
"11","Panty Party","180","30480","169","326","3214","1071.333333"
"12","Crash Team Racing Nitro-Fueled","150","33420","222","313","3209","1283.6"
"13","Warhammer 40,000: Mechanicus","105","18825","179","208","1206","689.142857"
"14","Mass Effect","90","11475","127","143","1154","769.333333"
"15","Fran Bow","75","22515","300","314","1448","1158.4"
"16","Edna & Harvey: Harvey's New Eyes","75","15315","204","213","1223","978.4"
"17","Dead Island","60","19515","325","346","1518","1518"
"18","Heroes of Might and Magic III: The Shadow of Death","60","13425","223","251","1021","1021"
"19","The Cat Lady","60","9090","151","168","901","901"
"20","Hatoful Boyfriend","45","8640","192","211","1165","1553.333333"
