"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sekiro: Shadows Die Twice","165","125550","760","858","2121","771.272727"
"2","Talk Shows & Podcasts","90","76785","853","903","18393","12262"
