"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mortal Kombat 11","4635","195600","39","341","5032","65.139158"
"2","Gears 5","720","15495","19","40","407","33.916666"
"3","Marvel Ultimate Alliance 3: The Black Order","555","12915","24","48","394","42.594594"
"4","Call of Duty: Black Ops 4","525","11940","22","35","312","35.657142"
"5","Gears of War 4","345","6225","15","32","228","39.652173"
"6","Tom Clancy's Rainbow Six Siege","330","8535","20","43","144","26.181818"
"7","Apex Legends","330","7320","19","31","181","32.90909"
"8","SAMURAI SHODOWN","120","1935","16","20","57","28.5"
"9","Wolfenstein: Youngblood","120","975","7","12","63","31.5"
"10","Judgment","120","1845","15","45","133","66.5"
"11","Just Chatting","120","2715","20","33","52","26"
"12","NBA 2K19","105","1140","10","17","34","19.428571"
"13","Tom Clancy's The Division 2","60","480","6","11","15","15"
"14","KILL la KILL: IF","45","975","21","24","32","42.666666"
