"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marbles on Stream","705","14325","19","48","424","36.085106"
"2","ARK: Survival Evolved","585","6975","11","21","237","24.307692"
"3","World of Warcraft","330","2805","8","13","109","19.818181"
"4","Borderlands 2","330","4800","14","24","139","25.272727"
"5","Dead by Daylight","270","2595","8","17","107","23.777777"
"6","Overwatch","240","2670","10","17","117","29.25"
"7","UNO","225","3735","16","22","85","22.666666"
"8","Realm Royale Reforged","195","1755","9","13","124","38.153846"
"9","Minecraft","180","2805","15","25","118","39.333333"
"10","Art","120","1410","11","16","34","17"
"11","Card Games","105","1695","16","19","36","20.571428"
"12","Just Chatting","90","750","8","14","28","18.666666"
"13","Titanfall 2","15","105","7","7","0","0"
