"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2730","49410","17","40","952","20.923076"
"2","The Legend of Zelda: Breath of the Wild","1725","28470","17","33","431","14.991304"
"3","Apex Legends","780","17340","19","39","294","22.615384"
"4","Destiny 2","720","13335","19","29","244","20.333333"
"5","Super Smash Bros. Ultimate","570","13770","24","36","257","27.052631"
"6","Diablo III","495","9030","17","28","247","29.939393"
"7","Just Chatting","195","4185","18","33","69","21.230769"
"8","Super Mario Party","120","1200","10","17","43","21.5"
"9","Super Mario Maker 2","90","1695","18","22","31","20.666666"
"10","Graveyard Keeper","90","1335","14","27","63","42"
"11","Rocket League","75","960","12","17","13","10.4"
"12","Tom Clancy's The Division 2","60","1005","16","18","13","13"
"13","Mario Kart 8","30","570","19","21","17","34"
"14","Retro","30","375","12","14","17","34"
"15","Super Mario Bros. 3","30","330","11","13","17","34"
