"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Brawl Stars","1890","18795","9","24","582","18.47619"
"2","Teamfight Tactics","1065","8835","8","17","171","9.633802"
"3","osu!","540","3645","6","13","93","10.333333"
"4","Just Chatting","435","3780","9","19","128","17.655172"
"5","Special Events","180","795","4","10","6","2"
"6","Marbles on Stream","150","2430","14","24","17","6.8"
"7","Lordz.io","105","1140","10","14","27","15.428571"
"8","Pinturillo 2","75","720","9","11","11","8.8"
"9","Unlisted on Twitch","75","600","7","10","9","7.2"
"10","Overcooked!","60","255","4","7","1","1"
"11","Pokémon FireRed/LeafGreen","45","405","9","12","4","5.333333"
"12","League of Legends","30","210","7","8","5","10"
"13","16bit Trader","15","165","11","11","7","28"
