"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","2025","7935","2","14","399","11.822222"
"2","Rocket League","975","3660","2","12","242","14.892307"
"3","Portal","120","660","5","8","17","8.5"
"4","Thomas Was Alone","120","660","5","8","14","7"
"5","Just Chatting","105","450","4","6","77","44"
"6","The Witcher 3: Wild Hunt","90","45","0","1","1","0.666666"
"7","Grand Theft Auto V","45","315","7","8","19","25.333333"
"8","Pony Island","45","135","3","4","5","6.666666"
"9","Apex Legends","30","30","1","1","3","6"
"10","The Stanley Parable Mod","30","135","4","5","0","0"
