"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3570","53895","14","40","2867","48.184873"
"2","Just Chatting","1005","14865","11","31","3302","197.134328"
"3","Splitgate","825","13545","12","40","2863","208.218181"
"4","Call of Duty: Black Ops 4","765","10305","13","21","255","20"
"5","BioShock","420","4815","11","18","108","15.428571"
"6","Minecraft","375","5805","14","27","206","32.96"
"7","Jackbox Party Packs","345","7485","21","26","338","58.782608"
"8","Assassin's Creed","285","4710","16","25","74","15.578947"
"9","Tom Clancy's Rainbow Six Siege","255","3975","16","20","73","17.17647"
"10","Marbles on Stream","255","6150","23","38","547","128.705882"
"11","The Binding of Isaac: Rebirth","255","2925","12","21","112","26.352941"
"12","Amnesia: The Dark Descent","210","2085","9","17","63","18"
"13","Hotline Miami","120","2130","17","24","64","32"
"14","Garry's Mod","90","1890","21","23","57","38"
"15","skribbl.io","75","1650","22","25","71","56.8"
"16","Tom Clancy's Rainbow Six: Vegas 2","45","810","18","19","15","20"
