"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Harry Potter and the Goblet of Fire","660","3600","4","9","56","5.090909"
"2","Lost Odyssey","570","900","1","6","32","3.368421"
"3","Saints Row: Gat Out of Hell","540","1635","2","9","42","4.666666"
"4","Harry Potter and the Order of the Phoenix","510","2130","4","8","50","5.882352"
"5","Super Mario Maker 2","510","1650","2","7","52","6.117647"
"6","Harry Potter and the Prisoner of Azkaban","240","1560","3","9","12","3"
"7","Splatoon 2","240","660","2","5","22","5.5"
"8","Monster Hunter: World","150","285","1","4","18","7.2"
"9","Food & Drink","120","375","3","5","31","15.5"
"10","The Legend of Zelda: Breath of the Wild","60","75","1","2","1","1"
"11","Catherine: Full Body","45","105","2","3","3","4"
