"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1815","19290","10","21","358","11.83471"
"2","Games + Demos","1425","14265","10","16","193","8.126315"
"3","Just Chatting","480","6420","12","20","88","11"
"4","Counter-Strike: Global Offensive","435","4605","10","18","96","13.241379"
"5","Naruto Shippuden: Ultimate Ninja Storm 4","255","3075","12","19","71","16.705882"
"6","Dragon Ball: Xenoverse 2","255","3195","12","19","59","13.882352"
"7","Unlisted on Twitch","210","2400","11","16","26","7.428571"
"8","Minecraft","135","1680","12","19","29","12.888888"
"9","Call of Duty: Black Ops 4","90","870","9","12","21","14"
"10","Dragon Ball Legends","75","780","10","14","7","5.6"
"11","Grow Home","15","195","13","13","7","28"
"12","Call of Duty: Black Ops III","15","150","10","10","5","20"
