"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4605","283410","61","406","18387","239.570032"
"2","Fortnite","945","46275","46","146","3572","226.79365"
"3","Heavy Rain","285","12525","43","57","799","168.210526"
"4","Pummel Party","225","7320","31","51","888","236.8"
"5","Minecraft","180","9045","51","57","657","219"
"6","Pinturillo 2","150","8055","53","65","388","155.2"
"7","Until Dawn","105","5040","48","56","438","250.285714"
"8","Grand Theft Auto V","60","1710","28","39","101","101"
"9","Reventure","45","1575","35","42","124","165.333333"
"10","Crash Team Racing Nitro-Fueled","30","1440","48","50","85","170"
"11","UNO","15","555","37","37","173","692"
