"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","3300","276690","76","211","47511","863.836363"
"2","Fallout 76","1245","88815","65","139","12881","620.771084"
"3","Warframe","720","42945","60","102","9845","820.416666"
"4","Just Chatting","690","38790","54","89","9048","786.782608"
"5","Dota Underlords","630","41385","59","225","11559","1100.857142"
"6","Marbles on Stream","420","24390","58","91","2985","426.428571"
"7","Overwatch","405","21015","47","61","2376","352"
"8","The Last of Us","330","17055","51","64","1578","286.90909"
"9","Elite: Dangerous","210","13890","61","102","2876","821.714285"
"10","Destiny 2","135","8520","63","65","361","160.444444"
"11","Temtem","90","3690","41","50","214","142.666666"
"12","Teamfight Tactics","75","12285","163","215","4351","3480.8"
"13","Super Mario Maker 2","30","1785","59","60","282","564"
