"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","1245","7920","5","13","184","8.867469"
"2","Saint Seiya: Soldiers' Soul","75","300","4","6","9","7.2"
