"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","5655","40380","6","41","1947","20.657824"
"2","Forza Horizon 4","3945","47460","11","29","2024","30.783269"
"3","War Thunder","2760","92940","32","87","3499","76.065217"
"4","Sea of Thieves","1515","14130","8","18","531","21.029702"
"5","Europa Universalis IV","795","9045","11","23","329","24.830188"
"6","PAYDAY 2","465","4230","9","20","174","22.451612"
"7","osu!","435","4215","8","40","225","31.034482"
"8","Path of Exile","375","3465","8","18","128","20.48"
"9","PUBG: BATTLEGROUNDS","315","2400","7","11","87","16.571428"
"10","Katana ZERO","240","1830","7","13","63","15.75"
"11","Counter-Strike: Global Offensive","165","1215","7","14","66","24"
"12","Squad","105","735","7","10","53","30.285714"
"13","Just Chatting","30","300","10","11","34","68"
