"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","1965","20490","9","29","921","28.122137"
"2","Apex Legends","1110","8745","8","18","346","18.702702"
"3","League of Legends","555","5205","8","18","192","20.756756"
"4","Alien: Isolation","225","2565","10","18","86","22.933333"
"5","Left 4 Dead 2","135","1380","10","16","88","39.111111"
"6","Just Chatting","120","975","9","12","55","27.5"
"7","BlazBlue: Central Fiction","120","1230","10","15","44","22"
"8","Star Ocean: The Last Hope","120","1455","12","26","73","36.5"
"9","Tekken 7","90","720","6","10","25","16.666666"
"10","Pavlov VR","75","510","6","8","15","12"
"11","Skullgirls","45","570","12","14","23","30.666666"
