"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","810","11025","14","24","340","25.185185"
"2","Resident Evil 5","465","7710","16","22","162","20.903225"
"3","FINAL FANTASY XIV ONLINE","285","3870","13","19","91","19.157894"
"4","Just Chatting","285","3900","13","23","242","50.947368"
